Q1_ZIP_B10_S10_T180, 000003, 82, 105, ZIP, 20, 20, 1.000000, 
Q1_ZIP_B10_S10_T180, 000008, 94, 105, ZIP, 28, 20, 1.400000, 
Q1_ZIP_B10_S10_T180, 000014, 97, 104, ZIP, 48, 20, 2.400000, 
Q1_ZIP_B10_S10_T180, 000021, 97, 101, ZIP, 68, 20, 3.400000, 
Q1_ZIP_B10_S10_T180, 000180, 98, 99, ZIP, 68, 20, 3.400000, 
