Trd,00125.107,95
Trd,00216.097,115
Trd,00000.034,109
Trd,00090.700,96
Trd,00044.027,98
Trd,00027.702,90
Trd,00055.878,92
Trd,00103.668,100
Trd,00119.030,113
Trd,00161.645,105
Trd,00125.758,105
Trd,00205.566,113
Trd,00061.336,115
Trd,00263.435,97
Trd,00008.216,109
Trd,00201.140,118
Trd,00125.191,100
Trd,00167.607,104
Trd,00042.116,90
Trd,00059.430,114
Trd,00240.223,113
Trd,00290.478,113
Trd,00094.027,91
Trd,00207.697,107
Trd,00262.917,103
Trd,00268.382,93
Trd,00025.513,90
Trd,00011.716,114
Trd,00050.949,119
Trd,00263.443,103
Trd,00029.504,96
Trd,00126.332,110
Trd,00287.367,111
Trd,00159.950,96
Trd,00207.563,92
Trd,00094.655,102
Trd,00205.950,117
Trd,00250.388,111
Trd,00005.486,101
Trd,00225.043,97
Trd,00296.658,103
Trd,00224.450,98
Trd,00084.133,101
Trd,00236.784,102
Trd,00030.968,101
Trd,00134.368,110
Trd,00272.579,94
Trd,00088.084,97
Trd,00086.333,97
Trd,00039.009,103
