Trd, 000002.133, 60.0
Trd, 000005.300, 65
Trd, 000007.200, 60
Trd, 000007.767, 60.0
Trd, 000008.533, 59
Trd, 000009.000, 59
Trd, 000009.700, 59
Trd, 000010.967, 60
Trd, 000014.967, 60.0
Trd, 000015.467, 65
Trd, 000017.867, 63
Trd, 000019.067, 63
Trd, 000020.433, 63
Trd, 000020.867, 62
Trd, 000022.300, 62
Trd, 000023.167, 63
Trd, 000023.667, 61
Trd, 000025.967, 62
Trd, 000026.233, 60.0
Trd, 000028.700, 59
Trd, 000029.867, 60
Trd, 000031.700, 60
Trd, 000031.833, 60.0
Trd, 000034.100, 60.0
Trd, 000035.500, 60.0
Trd, 000037.533, 62.0
Trd, 000039.200, 63
Trd, 000041.200, 63.0
Trd, 000041.533, 61
Trd, 000042.533, 62
Trd, 000044.700, 61.0
Trd, 000045.167, 60.0
Trd, 000045.567, 62
Trd, 000045.800, 60
Trd, 000046.467, 60
Trd, 000047.400, 61
Trd, 000048.433, 61
Trd, 000050.467, 60.0
Trd, 000052.633, 62
Trd, 000053.300, 62
Trd, 000054.267, 60
Trd, 000056.467, 62
Trd, 000057.133, 62.0
Trd, 000058.933, 61
Trd, 000062.367, 61
Trd, 000063.867, 61
Trd, 000065.767, 62
Trd, 000066.700, 61
Trd, 000066.933, 65
Trd, 000068.633, 61
Trd, 000071.600, 60.0
Trd, 000073.100, 59
Trd, 000074.533, 60
Trd, 000074.800, 61.0
Trd, 000076.467, 62
Trd, 000077.367, 62.0
Trd, 000077.933, 62
Trd, 000080.200, 63
Trd, 000081.667, 66.0
Trd, 000083.567, 66
Trd, 000084.500, 65
Trd, 000084.600, 65
Trd, 000086.333, 64
Trd, 000087.633, 62
Trd, 000088.433, 63
Trd, 000089.267, 62
Trd, 000090.400, 61.0
Trd, 000091.567, 62
Trd, 000092.100, 60.0
Trd, 000094.633, 64
Trd, 000096.367, 64
Trd, 000097.400, 63
Trd, 000098.600, 64
Trd, 000100.167, 64
Trd, 000100.833, 62
Trd, 000102.300, 62
Trd, 000104.200, 64
Trd, 000104.667, 64
Trd, 000104.833, 64
Trd, 000105.833, 63
Trd, 000109.467, 64
Trd, 000110.100, 64
Trd, 000110.467, 62
Trd, 000111.233, 64
Trd, 000111.833, 63
Trd, 000112.767, 63
Trd, 000113.633, 62
Trd, 000114.500, 64
Trd, 000115.600, 63.0
Trd, 000117.167, 58
Trd, 000120.567, 60
Trd, 000121.633, 61
Trd, 000122.567, 60.0
Trd, 000124.733, 60
Trd, 000125.567, 61
Trd, 000126.367, 61
Trd, 000127.533, 60.0
Trd, 000128.233, 61
Trd, 000129.300, 64
Trd, 000131.767, 60
Trd, 000132.067, 60.0
Trd, 000132.400, 62.0
Trd, 000134.233, 65
Trd, 000135.667, 65
Trd, 000135.700, 64
Trd, 000136.633, 63
Trd, 000136.767, 63
Trd, 000137.133, 63
Trd, 000138.767, 63
Trd, 000140.433, 62
Trd, 000140.800, 60.0
Trd, 000142.900, 62.0
Trd, 000143.467, 61
Trd, 000144.333, 60
Trd, 000145.333, 59
Trd, 000147.033, 65
Trd, 000148.800, 65
Trd, 000150.467, 65
Trd, 000152.333, 64
Trd, 000153.200, 63
Trd, 000153.867, 63
Trd, 000154.433, 60.0
